n = 1000
i              x              u      rel error
772       0.772228       0.227363       -5.08005
773       0.773227       0.226368       -5.08005
774       0.774226       0.225373       -5.08005
775       0.775225       0.224379       -5.08005
776       0.776224       0.223384       -5.08005
777       0.777223       0.222389       -5.08005
778       0.778222       0.221395       -5.08005
779       0.779221         0.2204       -5.08005
780        0.78022       0.219405       -5.08005
781       0.781219        0.21841       -5.08005
782       0.782218       0.217415       -5.08005
783       0.783217        0.21642       -5.08005
784       0.784216       0.215425       -5.08005
785       0.785215        0.21443       -5.08005
786       0.786214       0.213435       -5.08005
787       0.787213        0.21244       -5.08005
788       0.788212       0.211445       -5.08005
789       0.789211        0.21045       -5.08005
790        0.79021       0.209454       -5.08005
791       0.791209       0.208459       -5.08005
792       0.792208       0.207464       -5.08005
793       0.793207       0.206468       -5.08005
794       0.794206       0.205473       -5.08005
795       0.795205       0.204478       -5.08005
796       0.796204       0.203482       -5.08005
797       0.797203       0.202487       -5.08005
798       0.798202       0.201491       -5.08005
799       0.799201       0.200496       -5.08005
800         0.8002         0.1995       -5.08005
801       0.801199       0.198504       -5.08005
802       0.802198       0.197509       -5.08005
803       0.803197       0.196513       -5.08005
804       0.804196       0.195517       -5.08005
805       0.805195       0.194522       -5.08005
806       0.806194       0.193526       -5.08005
807       0.807193        0.19253       -5.08005
808       0.808192       0.191534       -5.08005
809       0.809191       0.190538       -5.08005
810        0.81019       0.189542       -5.08005
811       0.811189       0.188546       -5.08005
812       0.812188       0.187551       -5.08005
813       0.813187       0.186555       -5.08005
814       0.814186       0.185559       -5.08005
815       0.815185       0.184562       -5.08005
816       0.816184       0.183566       -5.08005
817       0.817183        0.18257       -5.08005
818       0.818182       0.181574       -5.08005
819       0.819181       0.180578       -5.08005
820        0.82018       0.179582       -5.08005
821       0.821179       0.178586       -5.08005
822       0.822178       0.177589       -5.08005
823       0.823177       0.176593       -5.08005
824       0.824176       0.175597       -5.08005
825       0.825175         0.1746       -5.08005
826       0.826174       0.173604       -5.08005
827       0.827173       0.172608       -5.08005
828       0.828172       0.171611       -5.08005
829       0.829171       0.170615       -5.08005
830        0.83017       0.169618       -5.08005
831       0.831169       0.168622       -5.08005
832       0.832168       0.167625       -5.08005
833       0.833167       0.166629       -5.08005
834       0.834166       0.165632       -5.08005
835       0.835165       0.164636       -5.08005
836       0.836164       0.163639       -5.08005
837       0.837163       0.162642       -5.08005
838       0.838162       0.161646       -5.08005
839       0.839161       0.160649       -5.08005
840        0.84016       0.159652       -5.08005
841       0.841159       0.158656       -5.08005
842       0.842158       0.157659       -5.08005
843       0.843157       0.156662       -5.08005
844       0.844156       0.155665       -5.08005
845       0.845155       0.154669       -5.08005
846       0.846154       0.153672       -5.08005
847       0.847153       0.152675       -5.08005
848       0.848152       0.151678       -5.08005
849       0.849151       0.150681       -5.08005
850        0.85015       0.149684       -5.08005
851       0.851149       0.148687       -5.08005
852       0.852148        0.14769       -5.08005
853       0.853147       0.146693       -5.08005
854       0.854146       0.145697       -5.08005
855       0.855145         0.1447       -5.08005
856       0.856144       0.143702       -5.08005
857       0.857143       0.142705       -5.08005
858       0.858142       0.141708       -5.08005
859       0.859141       0.140711       -5.08005
860        0.86014       0.139714       -5.08005
861       0.861139       0.138717       -5.08005
862       0.862138        0.13772       -5.08005
863       0.863137       0.136723       -5.08005
864       0.864136       0.135726       -5.08005
865       0.865135       0.134728       -5.08005
866       0.866134       0.133731       -5.08005
867       0.867133       0.132734       -5.08005
868       0.868132       0.131737       -5.08005
869       0.869131       0.130739       -5.08005
870        0.87013       0.129742       -5.08005
871       0.871129       0.128745       -5.08005
872       0.872128       0.127748       -5.08005
873       0.873127        0.12675       -5.08005
874       0.874126       0.125753       -5.08005
875       0.875125       0.124756       -5.08005
876       0.876124       0.123758       -5.08005
877       0.877123       0.122761       -5.08005
878       0.878122       0.121763       -5.08005
879       0.879121       0.120766       -5.08005
880        0.88012       0.119769       -5.08005
881       0.881119       0.118771       -5.08005
882       0.882118       0.117774       -5.08005
883       0.883117       0.116776       -5.08005
884       0.884116       0.115779       -5.08005
885       0.885115       0.114781       -5.08005
886       0.886114       0.113784       -5.08005
887       0.887113       0.112786       -5.08005
888       0.888112       0.111789       -5.08005
889       0.889111       0.110791       -5.08005
890        0.89011       0.109793       -5.08005
891       0.891109       0.108796       -5.08005
892       0.892108       0.107798       -5.08005
893       0.893107       0.106801       -5.08005
894       0.894106       0.105803       -5.08005
895       0.895105       0.104805       -5.08005
896       0.896104       0.103808       -5.08005
897       0.897103        0.10281       -5.08005
898       0.898102       0.101812       -5.08005
899       0.899101       0.100815       -5.08005
900         0.9001      0.0998168       -5.08005
901       0.901099      0.0988191       -5.08005
902       0.902098      0.0978214       -5.08005
903       0.903097      0.0968236       -5.08005
904       0.904096      0.0958259       -5.08005
905       0.905095      0.0948281       -5.08005
906       0.906094      0.0938303       -5.08005
907       0.907093      0.0928325       -5.08005
908       0.908092      0.0918347       -5.08005
909       0.909091      0.0908369       -5.08005
910        0.91009      0.0898391       -5.08005
911       0.911089      0.0888413       -5.08005
912       0.912088      0.0878434       -5.08005
913       0.913087      0.0868455       -5.08005
914       0.914086      0.0858477       -5.08005
915       0.915085      0.0848498       -5.08005
916       0.916084      0.0838519       -5.08005
917       0.917083       0.082854       -5.08005
918       0.918082      0.0818561       -5.08005
919       0.919081      0.0808582       -5.08005
920        0.92008      0.0798602       -5.08005
921       0.921079      0.0788623       -5.08005
922       0.922078      0.0778643       -5.08005
923       0.923077      0.0768664       -5.08005
924       0.924076      0.0758684       -5.08005
925       0.925075      0.0748704       -5.08005
926       0.926074      0.0738724       -5.08005
927       0.927073      0.0728744       -5.08005
928       0.928072      0.0718764       -5.08005
929       0.929071      0.0708784       -5.08005
930        0.93007      0.0698804       -5.08005
931       0.931069      0.0688823       -5.08005
932       0.932068      0.0678843       -5.08005
933       0.933067      0.0668862       -5.08005
934       0.934066      0.0658881       -5.08005
935       0.935065      0.0648901       -5.08005
936       0.936064       0.063892       -5.08005
937       0.937063      0.0628939       -5.08005
938       0.938062      0.0618958       -5.08005
939       0.939061      0.0608977       -5.08005
940        0.94006      0.0598996       -5.08005
941       0.941059      0.0589014       -5.08005
942       0.942058      0.0579033       -5.08005
943       0.943057      0.0569052       -5.08005
944       0.944056       0.055907       -5.08005
945       0.945055      0.0549089       -5.08005
946       0.946054      0.0539107       -5.08005
947       0.947053      0.0529125       -5.08005
948       0.948052      0.0519143       -5.08005
949       0.949051      0.0509161       -5.08005
950        0.95005       0.049918       -5.08005
951       0.951049      0.0489197       -5.08005
952       0.952048      0.0479215       -5.08005
953       0.953047      0.0469233       -5.08005
954       0.954046      0.0459251       -5.08005
955       0.955045      0.0449269       -5.08005
956       0.956044      0.0439286       -5.08005
957       0.957043      0.0429304       -5.08005
958       0.958042      0.0419321       -5.08005
959       0.959041      0.0409339       -5.08005
960        0.96004      0.0399356       -5.08005
961       0.961039      0.0389373       -5.08005
962       0.962038       0.037939       -5.08005
963       0.963037      0.0369407       -5.08005
964       0.964036      0.0359425       -5.08005
965       0.965035      0.0349442       -5.08005
966       0.966034      0.0339458       -5.08005
967       0.967033      0.0329475       -5.08005
968       0.968032      0.0319492       -5.08005
969       0.969031      0.0309509       -5.08005
970        0.97003      0.0299526       -5.08005
971       0.971029      0.0289542       -5.08005
972       0.972028      0.0279559       -5.08005
973       0.973027      0.0269575       -5.08005
974       0.974026      0.0259592       -5.08005
975       0.975025      0.0249608       -5.08005
976       0.976024      0.0239624       -5.08005
977       0.977023      0.0229641       -5.08005
978       0.978022      0.0219657       -5.08005
979       0.979021      0.0209673       -5.08005
980        0.98002      0.0199689       -5.08005
981       0.981019      0.0189705       -5.08005
982       0.982018      0.0179721       -5.08005
983       0.983017      0.0169737       -5.08005
984       0.984016      0.0159753       -5.08005
985       0.985015      0.0149769       -5.08005
986       0.986014      0.0139784       -5.08005
987       0.987013        0.01298       -5.08005
988       0.988012      0.0119816       -5.08005
989       0.989011      0.0109831       -5.08005
990        0.99001      0.0099847       -5.08005
991       0.991009     0.00898626       -5.08005
992       0.992008      0.0079878       -5.08005
993       0.993007     0.00698934       -5.08005
994       0.994006     0.00599088       -5.08005
995       0.995005     0.00499241       -5.08005
996       0.996004     0.00399394       -5.08005
997       0.997003     0.00299546       -5.08005
998       0.998002     0.00199698       -5.08005
999       0.999001    0.000998492       -5.08005
